Gender_numeric,Current_Year_of_Study_Numeric,Branch_of_Study_Numeric,Average_Hours_Numeric,Extra-curricular_Numeric,Study_Ambiance_Preferences_Numeric,Id
-1.1522092721795603,-1.101325864713565,-1.0104594203401402,0.013872174211630905,0.816496580927726,1.2587697313660917,1009
-1.1522092721795603,0.1694347484174715,-0.6127567330342542,0.013872174211630905,0.816496580927726,0.34514653924554123,628
0.8678978933300582,1.440195361548508,1.3757567034951763,-0.9224995850734538,0.816496580927726,0.34514653924554123,644
-1.1522092721795603,-1.101325864713565,-0.21505404572836803,0.013872174211630905,0.816496580927726,-1.4820998449955596,884
0.8678978933300582,0.1694347484174715,-0.6127567330342542,0.013872174211630905,-1.224744871391589,0.34514653924554123,591
0.8678978933300582,1.440195361548508,-0.6127567330342542,1.8866156927818005,-1.224744871391589,1.2587697313660917,342
0.8678978933300582,1.440195361548508,0.5803513288834041,-0.9224995850734538,0.816496580927726,0.34514653924554123,853
0.8678978933300582,0.1694347484174715,0.9780540161892902,-0.9224995850734538,0.816496580927726,0.34514653924554123,312
0.8678978933300582,0.1694347484174715,0.18264864157751806,-0.9224995850734538,0.816496580927726,0.34514653924554123,308
0.8678978933300582,-1.101325864713565,0.9780540161892902,0.9502439334967155,0.816496580927726,-1.4820998449955596,736
0.8678978933300582,1.440195361548508,0.5803513288834041,0.9502439334967155,-1.224744871391589,0.34514653924554123,237
0.8678978933300582,-1.101325864713565,-1.4081621076460262,-0.9224995850734538,0.816496580927726,0.34514653924554123,323
0.8678978933300582,0.1694347484174715,-1.4081621076460262,-0.9224995850734538,0.816496580927726,0.34514653924554123,306
0.8678978933300582,0.1694347484174715,-1.0104594203401402,-0.9224995850734538,0.816496580927726,0.34514653924554123,968
-1.1522092721795603,0.1694347484174715,0.9780540161892902,0.9502439334967155,-1.224744871391589,1.2587697313660917,350
0.8678978933300582,-2.3720864778446016,-0.21505404572836803,0.013872174211630905,0.816496580927726,-0.5684766528750091,106
0.8678978933300582,1.440195361548508,-1.0104594203401402,0.9502439334967155,0.816496580927726,1.2587697313660917,605
-1.1522092721795603,0.1694347484174715,-1.0104594203401402,0.9502439334967155,-1.224744871391589,-1.4820998449955596,55
0.8678978933300582,0.1694347484174715,-0.6127567330342542,0.013872174211630905,0.816496580927726,-3.3093462292366604,213
-1.1522092721795603,0.1694347484174715,-1.4081621076460262,0.013872174211630905,0.816496580927726,-1.4820998449955596,120
0.8678978933300582,0.1694347484174715,1.7734593908010623,0.013872174211630905,0.816496580927726,0.34514653924554123,557
-1.1522092721795603,1.440195361548508,0.9780540161892902,-0.9224995850734538,-1.224744871391589,0.34514653924554123,25
0.8678978933300582,1.440195361548508,-0.6127567330342542,1.8866156927818005,-1.224744871391589,1.2587697313660917,72
0.8678978933300582,1.440195361548508,-1.4081621076460262,-0.9224995850734538,-1.224744871391589,0.34514653924554123,990
0.8678978933300582,0.1694347484174715,0.18264864157751806,0.9502439334967155,-1.224744871391589,0.34514653924554123,44
-1.1522092721795603,0.1694347484174715,-0.6127567330342542,-0.9224995850734538,0.816496580927726,-1.4820998449955596,602
0.8678978933300582,1.440195361548508,-1.4081621076460262,0.9502439334967155,0.816496580927726,0.34514653924554123,497
0.8678978933300582,1.440195361548508,-1.0104594203401402,0.9502439334967155,0.816496580927726,1.2587697313660917,740
-1.1522092721795603,0.1694347484174715,0.5803513288834041,-0.9224995850734538,0.816496580927726,-1.4820998449955596,280
-1.1522092721795603,0.1694347484174715,0.5803513288834041,-0.9224995850734538,0.816496580927726,0.34514653924554123,1053
-1.1522092721795603,0.1694347484174715,-1.4081621076460262,0.013872174211630905,0.816496580927726,-1.4820998449955596,390
0.8678978933300582,0.1694347484174715,-0.6127567330342542,0.013872174211630905,-1.224744871391589,0.34514653924554123,413
-1.1522092721795603,0.1694347484174715,-1.0104594203401402,-0.9224995850734538,0.816496580927726,0.34514653924554123,411
0.8678978933300582,0.1694347484174715,1.3757567034951763,-0.9224995850734538,0.816496580927726,0.34514653924554123,286
0.8678978933300582,0.1694347484174715,-0.6127567330342542,0.9502439334967155,0.816496580927726,0.34514653924554123,328
-1.1522092721795603,-1.101325864713565,-1.0104594203401402,0.013872174211630905,0.816496580927726,1.2587697313660917,739
0.8678978933300582,0.1694347484174715,-1.0104594203401402,0.013872174211630905,-1.224744871391589,0.34514653924554123,424
-1.1522092721795603,0.1694347484174715,-0.6127567330342542,-0.9224995850734538,0.816496580927726,-1.4820998449955596,737
-1.1522092721795603,0.1694347484174715,0.9780540161892902,0.9502439334967155,0.816496580927726,0.34514653924554123,260
